Model Details
Model: NeoHookean, Initial Guess: 1, Bounds: unbounded, RMSE: 0.366, BIC: -258.471
Model: MooneyRivlin, Initial Guess: 1,1, Bounds: unbounded, RMSE: 0.199, BIC: -412.821
Model: Yeoh, Initial Guess: 1,1,1, Bounds: unbounded, RMSE: 0.13, BIC: -519.372
Model: Ogden1, Initial Guess: 1,1, Bounds: unbounded, RMSE: 0.235, BIC: -369.897
Model: Ogden2, Initial Guess: 1,1,1,1, Bounds: unbounded, RMSE: 0.196, BIC: -406.967
Model: Ogden3, Initial Guess: 1,1,1,1,1,1, Bounds: unbounded, RMSE: 0.094, BIC: -588.991

Predictions
Note2: experimentaldetails

Note: placeholderlink

x,y_original,NeoHookean_ypred,MooneyRivlin_ypred,Yeoh_ypred,Ogden1_ypred,Ogden2_ypred,Ogden3_ypred
1.00089289,0.021898148,0.02688365554700441,0.007694059701841838,0.006655815204398959,0.01523546978679098,0.007064371143076897,-0.013291987887525544
1.001785779,0.022731481,0.053767323762307584,0.015896323916561594,0.013342129183943792,0.030643243843853894,0.014674697536076309,-0.02495943758554664
1.002500091,0.018981481,0.07527434187820409,0.02282376077942372,0.01873360897272857,0.04309586627660809,0.02115520494631795,-0.03313199607185707
1.00339298,0.030648148,0.10215819443571839,0.03193970095298604,0.025551494470365095,0.05882254948838185,0.029745063947864026,-0.04190644416727407
1.004196581,0.033564815,0.12635382595250305,0.04057754155508442,0.03178553694024602,0.07313218153308816,0.03793974545089185,-0.04844411747633748
1.00508947,0.040231481,0.1532380219877325,0.05065638114108495,0.03884883543100548,0.08920793905770703,0.04755911143717384,-0.05420980112892759
1.00598236,0.035648148,0.18012248999018837,0.061241391512490306,0.04608508788967549,0.10547268693850802,0.057718509857210165,-0.058411129097686976
1.00678596,0.043564815,0.20431872252933553,0.07120029719420273,0.05277045245758714,0.12027555872419378,0.0673226387893493,-0.06086605006636436
1.007589561,0.046064815,0.22851524551237576,0.08156853962963462,0.059642178566678916,0.135237225361246,0.07736227046521549,-0.062075025880485635
1.00848245,0.046898148,0.25540058319998216,0.09356848628748837,0.06752253848412768,0.1520508557550497,0.08902705910826114,-0.06196963812551082
1.009286051,0.048148148,0.2795977553829069,0.10479983018443395,0.07485931330050934,0.16735681762499355,0.09998307845540921,-0.06058254532887619
1.010089651,0.056898148,0.3037952519461029,0.11643951240091388,0.0824501760694722,0.18283023375907312,0.11137175476679317,-0.05798242779436813
1.010982541,0.071898148,0.3306818450243085,0.12985106373954602,0.09120882523191429,0.20022285026346476,0.12453221287481142,-0.053684141825312004
1.01187543,0.086481481,0.3575689238579877,0.14376593164263296,0.10033749309960774,0.21782973648638324,0.13822447191566312,-0.047917381418033145
1.012679031,0.091481481,0.38176779683401735,0.15671932640024355,0.10889405177130976,0.23386251185818951,0.15100120563559472,-0.04148480402644639
1.013571921,0.099814815,0.408655998658406,0.1715893780391431,0.11880691914630803,0.2518877612622348,0.16570054737866258,-0.03297179409830364
1.014286232,0.104814815,0.4301669847214297,0.1838469418631945,0.12706353714116664,0.2664705894387221,0.17784041038299847,-0.025137033926933894
1.015089833,0.105231481,0.4543673889857474,0.1980205681950178,0.13671901674140993,0.2830520057048449,0.19190111793420783,-0.015246128327670139
1.015804144,0.103564815,0.47587930652168625,0.21096029057714905,0.14564408310375074,0.29794962369576694,0.20475734419565583,-0.00550681848293566
1.016607745,0.114398148,0.5000808112033539,0.22590080455259987,0.1560891292952729,0.314890753552008,0.21962238197806982,0.006504137982102254
1.017500634,0.122731481,0.5269720760682967,0.24297700279550938,0.16822130912769395,0.33394307039991933,0.23663695846053656,0.021143497796967115
1.018393524,0.126898148,0.5538641826421729,0.2605535009091966,0.1809352758386439,0.3532405918910543,0.2541744791435576,0.03712718583344676
1.019286413,0.142731481,0.5807571106109508,0.27862984759114795,0.194259179227554,0.3727877614362041,0.272233701592711,0.05443649133043316
1.020090014,0.157731481,0.6049615338173345,0.29532562634713333,0.20679528300623018,0.3905974614666313,0.2889321007436081,0.0711325215358376
1.020893615,0.164814815,0.6291667078808652,0.3124256682984452,0.21986818545399112,0.4086164422986218,0.30605125110713516,0.08887261582811279
1.021607926,0.172731481,0.6506830416822145,0.327964824684317,0.23195527364528207,0.4248117363564593,0.32162077170178804,0.10550632560987161
1.022322238,0.177314815,0.6722000418195825,0.34382297731174294,0.24449607626057807,0.4411775224344067,0.33752146263779537,0.12294312128594731
1.023125838,0.182314815,0.6964074223755198,0.36204439207174577,0.25916377425529236,0.4597958231017333,0.35580478635796453,0.14350620432572292
1.02384015,0.182731481,0.7179258412047322,0.37857967689704,0.27271382226217983,0.4765320228658341,0.37240715129422597,0.16261409317182407
1.024554462,0.183148148,0.7394449589391398,0.39543328956582613,0.28675965270518,0.49344643872495897,0.389338769956197,0.18249129165306233
1.025358062,0.185231481,0.7636547965057917,0.41477382451758515,0.30317005624758664,0.5126913173480556,0.4087796262166137,0.20575870745793612
1.026072374,0.187731481,0.7851754655696334,0.43230320077414675,0.3183124991328216,0.5299929045829281,0.4264089065470955,0.22723320449219608
1.026875974,0.184398148,0.8093870988165295,0.45240344838806834,0.3359888111230773,0.5496799156234145,0.4466331040856062,0.2522682578781903
1.027679575,0.179398148,0.833599753544074,0.47290550243053886,0.3543607634185632,0.5696064136571922,0.4672708044106457,0.2782148674568625
1.028304597,0.185648148,0.85243249154545,0.4891291079132234,0.3691418721052383,0.5852727582377947,0.48360763945328245,0.29901468383898466
1.029018909,0.193981481,0.8739564271352771,0.5079676280659324,0.38657249318778175,0.6033596886231213,0.5025834752337346,0.3234377537867017
1.029733221,0.192314815,0.895481204985977,0.5271229968585391,0.4045877330750213,0.6216439070167894,0.5218842211767196,0.34854405430354163
1.030447532,0.194814815,0.9170068145095036,0.5465949851116783,0.42319855825055713,0.6401281440640624,0.5415092561984807,0.3743207671252273
1.031072555,0.214814815,0.9358424714876222,0.5638925898007194,0.43997999860794923,0.6564681643528103,0.5589467613046395,0.39741517499242107
1.031608289,0.206064815,0.9519878672437495,0.5789118403757421,0.45473872809843474,0.6705989276791725,0.5740901640432412,0.4176042924384147
1.0323226,0.188564815,0.9735158316152719,0.5992140696998156,0.474962521730914,0.6896216299844542,0.5945637158179125,0.44507840525749476
1.032947623,0.184398148,0.9923535908578746,0.617237705346593,0.4931766104863764,0.7064389350726876,0.612742404657979,0.46962911143959385
1.033483357,0.206481481,1.008500819508752,0.6328789487771811,0.5091785273963629,0.7209833968923115,0.6285201665292561,0.491044655474389
1.034108379,0.268981481,1.0273399083857488,0.6513514003244918,0.528307358079591,0.7381048784562902,0.6471558782470197,0.516455173135137
1.034644113,0.346481481,1.0434883216077846,0.6673771717048496,0.545101761506151,0.7529130021253039,0.6633248196681052,0.5385936977503194
1.035090558,0.405231481,1.0569457597115735,0.6808674545706026,0.5593804385548581,0.7653475278233852,0.6769365658765878,0.5572902734006773
1.03571558,0.450231481,1.075786804605114,0.6999606274689416,0.5798069434222392,0.7829015265776115,0.696202888659343,0.5838366805300916
1.036340603,0.496064815,1.0946286631909292,0.7192949868769869,0.6007468194778923,0.8006273673829664,0.7157137834400373,0.6108072298220595
1.036965626,0.543564815,1.1134713180871414,0.7388703707549293,0.622204359797983,0.8185270763726014,0.7354688305809418,0.6381917671832271
1.037590648,0.592314815,1.1323147518760175,0.7586866158377585,0.6441834759428934,0.8366026992130698,0.7554676096462458,0.6659799780025937
1.038215671,0.633564815,1.151159037555117,0.7787436544842699,0.6666877889631239,0.8548563893238739,0.7757097971984308,0.6941615213044647
1.038662116,0.672731481,1.1646197517388825,0.7932174435662773,0.6830855799653831,0.8680049142076343,0.7903172944899097,0.7145261229538233
1.03919785,0.720231481,1.180773177198891,0.8107479813419172,0.7031201442251793,0.8839055682819079,0.808009739542797,0.7392158732389422
1.039822872,0.758981481,1.1996196038819913,0.8314234895732291,0.7269881811987574,0.9026268120938583,0.8288759456414709,0.7683596482053661
1.040447895,0.804398148,1.2184669275708186,0.8523393272716326,0.7513905726143533,0.9215337818553564,0.8499841842686351,0.7978581674255203
1.041072918,0.843981481,1.2373151306745636,0.8734953319328174,0.7763287711005412,0.9406286413742836,0.8713340383516766,0.8277001941248807
1.04169794,0.886064815,1.2561641955666298,0.8948913398262963,0.8018037172690388,0.9599135753024483,0.8929250900382613,0.8578743165301548
1.042501541,0.921481481,1.2804000770744854,0.9227530374310575,0.8353466850681791,0.9849914725372463,0.9210389064505762,0.8971391377470246
1.043215852,0.958981481,1.3019443292703254,0.9478516689441392,0.8659078461111999,1.0075537201056066,0.9463625152196187,0.9324658970784245
1.043840875,0.997314815,1.3207965771452665,0.9700697193299597,0.893223222873994,1.0275076030897352,0.9687777853163198,0.9636901531919868
1.044376609,1.031898148,1.3369564000842578,0.9893043649204518,0.9170618493805369,1.044770176539254,0.9881815465727755,0.9906768717506464
1.045001631,1.070648148,1.3558103865083977,1.0119670049029619,0.9453680012837328,1.0650976661536737,1.011041347480159,1.0224106707258436
1.045715943,1.108981481,1.3773590225506227,1.0381601357607835,0.978366562638738,1.0885797295241344,1.037459313207421,1.0589914056440213
1.046251677,1.147314815,1.393521342095402,1.0580099257589826,1.0035665572786123,1.1063687471892583,1.0574771700819952,1.0866355041956526
1.04678741,1.183564815,1.409684362219739,1.078035253963158,1.0291502408482804,1.1243115326746167,1.0776699105433636,1.1144492875182337
1.047501722,1.225648148,1.4312362460067003,1.1050087213763522,1.063853495684526,1.1484771839955794,1.1048653052852728,1.1517841949668899
1.048126745,1.256481481,1.4500952356047268,1.128866289105515,1.0947674618418126,1.1698515335182682,1.1289155836827263,1.1846721973557717
1.048662478,1.296898148,1.4662608740344079,1.1495055047741314,1.121667560874707,1.1883447573854182,1.1497186854028314,1.2130145381439519
1.04937679,1.326064815,1.4878162907265364,1.1772970587681542,1.1581040542884282,1.2132528278134156,1.1777266124923358,1.2510079915533057
1.049912524,1.366481481,1.5039837570724264,1.1983450334582635,1.1858520674476394,1.2321237392771438,1.1989350582534826,1.279644448736625
1.051251858,1.440231481,1.5444058358384314,1.2517305349516246,1.2567587513839928,1.2800243161006684,1.2527138567158431,1.3517028989268702
1.051876881,1.482314815,1.5632711952510985,1.277017822273507,1.2905781241817107,1.3027369988941586,1.278180313393591,1.385528488126786
1.052501903,1.508981481,1.5821376283670476,1.302542919307669,1.3248457252873895,1.3256817661437639,1.3038814590955212,1.4194599279942626
1.053126926,1.544814815,1.601005207552628,1.3283057839528283,1.3595487936061772,1.3488613510349332,1.3298170068502486,1.4534823608566505
1.053751949,1.578981481,1.6198739145909362,1.3543062520755278,1.3946733534896862,1.3722784034802364,1.355986547061093,1.487580543174916
1.054287682,1.608148148,1.6360479685905325,1.3767813450765551,1.4251041896785668,1.3925411855637322,1.3786034992658642,1.5168561134128211
1.054912705,1.641064815,1.6549188018642513,1.403222749805341,1.460970856152029,1.4164064681261739,1.4052066213308763,1.5510539021111498
1.055537728,1.674398148,1.6737907970272967,1.4299014068078186,1.4972131349074178,1.4405170430669516,1.4320426869036282,1.585282787137123
1.056252039,1.715231481,1.6953601992345186,1.4606816132550087,1.5390692144674736,1.4683758872072905,1.4629972003922376,1.6244189006922305
1.056966351,1.752314815,1.7169311823505031,1.4917714011031507,1.581362696168799,1.4965630114010182,1.4942549873034068,1.6635502996003666
1.057502085,1.783148148,1.733110447937908,1.5152917673288577,1.6133509679047686,1.5179213239002751,1.5178969953498154,1.6928808220568818
