0.997303175,0.003253078
0.9974527,0.003303741
0.99762345,0.003720881
0.99776455,0.003033854
0.99777855,0.002486979
0.997831325,0.00318821
0.997898667,0.003184975
0.997902025,0.003340436
0.9979082,0.00248035
0.997919325,0.002949337
0.997955475,0.002880208
0.9980125,0.003414773
0.998043367,0.003568813
0.99805225,0.003284801
0.99805875,0.003125473
0.99808962,0.003152462
0.998115,0.003144571
0.99817895,0.004313684
0.998188833,0.00337721
0.998192975,0.003081913
0.998208325,0.00345786
0.998240575,0.00364678
0.998274125,0.003356771
0.9983178,0.004209991
0.998330933,0.002593119
0.9983461,0.004583807
0.998351625,0.004257813
0.998366025,0.004722064
0.9983787,0.004784091
0.9983865,0.006103641
0.9983878,0.00569072
0.9983944,0.006016098
0.9984136,0.003150568
0.998469,0.002947207
0.998486575,0.003642282
0.9984908,0.004379735
0.998519467,0.002951389
0.9985488,0.004318182
0.9986296,0.002834754
0.99864642,0.004591288
0.998649367,0.003858586
0.998659767,0.004452336
0.998708775,0.003493845
0.99879106,0.003701705
0.998822775,0.005092093
0.9988257,0.003477904
0.998831625,0.00362642
0.9988896,0.003029987
0.998937825,0.004379972
0.999013833,0.004491635
0.999016,0.00520928
0.999019033,0.003221275
0.99907575,0.003198864
0.9991398,0.008087121
0.99915106,0.004850568
0.9991555,0.005455177
0.9991962,0.00328196
0.999213775,0.002329072
0.99925585,0.004026515
0.99930088,0.006180303
0.9993027,0.0065988
0.999340933,0.00264173
0.99934445,0.002400805
0.9993793,0.004279356
0.99945585,0.006610796
0.999458233,0.005907828
0.999473175,0.00256321
0.99947766,0.002406818
0.999524925,0.005985322
0.999605533,0.002741162
0.99960822,0.002459091
0.9996142,0.00463589
0.99962044,0.006523106
0.9996568,0.006153093
0.999720775,0.004793087
0.99973995,0.002469539
0.9997661,0.004761364
0.99979124,0.006785227
0.9997993,0.004956439
0.999861217,0.003993056
0.9998723,0.002328598
0.999875767,0.004283144
0.9999272,0.003518782
0.9999387,0.002368687
0.9999407,0.002828598
0.999965775,0.007641809
0.999970975,0.007132813
1.000001,0.010357246
1.00000475,0.002604167
1.00004825,0.008840674
1.000072,0.002872159
1.0001275,0.00856108
1.000137,0.002676137
1.0001535,0.007192945
1.000175,0.005876136
1.000219,0.004596275
1.000259,0.012015781
1.0002675,0.003036222
1.0003015,0.002829072
1.000343,0.005801326
1.000349333,0.007710227
1.000391667,0.006697916
1.000403,0.00251089
1.000434667,0.008461491
1.0004675,0.003154593
1.0005315,0.003202178
1.00053925,0.008398676
1.000547,0.007941288
1.000563,0.008941919
1.00059975,0.003181581
1.00065075,0.005626658
1.000666,0.00295999
1.0007216,0.00677159
1.000749667,0.008245265
1.000754333,0.00904798
1.0007794,0.005452841
1.000798,0.002875947
1.0008465,0.010426847
1.0008886,0.004797349
1.000927333,0.003378788
1.000939667,0.004714015
1.00096325,0.008521544
1.0009795,0.006071733
1.00101625,0.009348248
1.0010575,0.003522017
1.00107075,0.006326467
1.001124,0.003152778
1.00115725,0.010939631
1.001181,0.008933523
1.001188333,0.003541982
1.0012292,0.003307955
1.001267667,0.008216855
1.001296667,0.011580808
1.00133725,0.003348011
1.00139,0.00603125
1.0014012,0.009233523
1.00145,0.010660039
1.001479667,0.007505051
1.001515,0.003358586
1.00156475,0.003321496
1.0016194,0.012097538
1.001627667,0.009721275
1.0016405,0.006058712
1.0017112,0.004676515
1.001746,0.006776516
1.00178825,0.010567945
1.00183825,0.005574101
1.00185,0.009673532
1.0018836,0.006098296
1.001930333,0.007730114
1.001967667,0.003526831
1.002007,0.011338544
1.00206425,0.008448154
1.00208325,0.010187026
1.002096,0.003603457
1.002162,0.005335227
1.002185,0.013052559
1.00225575,0.003909328
1.002293,0.005990846
1.0023114,0.010295263
1.00234275,0.00791927
1.002375,0.01293971
1.00241425,0.00595928
1.002480667,0.003858586
1.00252075,0.009442947
1.002545,0.008517046
1.0025485,0.007018468
1.00260275,0.009696258
1.00265225,0.007357008
1.002687333,0.007107322
1.00274125,0.004288352
1.0027695,0.010668795
1.002782,0.01474929
1.0028408,0.007094887
1.00287075,0.004459517
1.002879,0.008702652
1.0029365,0.004172585
1.0029978,0.006869509
1.00300375,0.006103931
1.003008,0.016118373
1.00303625,0.010180637
